id,title,description,avg_salary,currency,employer,city,search_query,employment,remote,published_at,url
126552834,Мерчандайзер-грузчик (Челябинск),"При себе необходимо иметь паспорт, трудовую книжку. Принимать и разгружать <highlighttext>машину</highlighttext> с товаром 1-2 раза в неделю. Аккуратно выкладывать товар и актуализировать ценники. Следить за порядком...",52500.0,RUR,FIX PRICE,Челябинск,машинное обучение,Полная занятость,Очная,2025-10-15T10:44:42+0300,https://hh.ru/vacancy/126552834
126625125,"Мерчандайзер-грузчик (г. Челябинск, ул. Агалакова 38)","При себе необходимо иметь паспорт, трудовую книжку. Принимать и разгружать <highlighttext>машину</highlighttext> с товаром 1-2 раза в неделю. Аккуратно выкладывать товар и актуализировать ценники. Следить за порядком...",52500.0,RUR,FIX PRICE,Челябинск,машинное обучение,Полная занятость,Очная,2025-10-16T17:10:47+0300,https://hh.ru/vacancy/126625125
126625146,"Мерчандайзер-грузчик (г. Челябинск, ул. Комсомольская 9 )","При себе необходимо иметь паспорт, трудовую книжку. Принимать и разгружать <highlighttext>машину</highlighttext> с товаром 1-2 раза в неделю. Аккуратно выкладывать товар и актуализировать ценники. Следить за порядком...",52500.0,RUR,FIX PRICE,Челябинск,машинное обучение,Полная занятость,Очная,2025-10-16T17:11:39+0300,https://hh.ru/vacancy/126625146
126625221,"Мерчандайзер-грузчик (г. Челябинск, ул. Труда 183)","При себе необходимо иметь паспорт, трудовую книжку. Принимать и разгружать <highlighttext>машину</highlighttext> с товаром 1-2 раза в неделю. Аккуратно выкладывать товар и актуализировать ценники. Следить за порядком...",52500.0,RUR,FIX PRICE,Челябинск,машинное обучение,Полная занятость,Очная,2025-10-16T17:12:33+0300,https://hh.ru/vacancy/126625221
127171013,Мерчендайзер-грузчик (пос. Новосинеглазово),Принимать и разгружать <highlighttext>машину</highlighttext> с товаром 1-2 раза в неделю. Аккуратно выкладывать товар и актуализировать ценники. Следить за порядком...,52500.0,RUR,FIX PRICE,Челябинск,машинное обучение,Полная занятость,Очная,2025-10-31T10:10:46+0300,https://hh.ru/vacancy/127171013
126314909,Мерчандайзер-грузчик (АМЗ),"При себе необходимо иметь паспорт, трудовую книжку. Принимать и разгружать <highlighttext>машину</highlighttext> с товаром 1-2 раза в неделю. Аккуратно выкладывать товар и актуализировать ценники. Следить за порядком...",52500.0,RUR,FIX PRICE,Челябинск,машинное обучение,Полная занятость,Очная,2025-10-08T15:36:30+0300,https://hh.ru/vacancy/126314909
127172396,"Мерчендайзер-грузчик (г. Челябинск, Советский р-н)",Принимать и разгружать <highlighttext>машину</highlighttext> с товаром 1-2 раза в неделю. Аккуратно выкладывать товар и актуализировать ценники. Следить за порядком...,52500.0,RUR,FIX PRICE,Челябинск,машинное обучение,Полная занятость,Очная,2025-10-31T10:35:53+0300,https://hh.ru/vacancy/127172396
126644810,"Мерчандайзер-грузчик (г. Магнитогорск, ул. Маяковского, д. 52А)","При себе необходимо иметь паспорт, трудовую книжку. Принимать и разгружать <highlighttext>машину</highlighttext> с товаром 1-2 раза в неделю. Аккуратно выкладывать товар и актуализировать ценники. Следить за порядком...",52500.0,RUR,FIX PRICE,Челябинск,машинное обучение,Полная занятость,Очная,2025-10-17T11:10:28+0300,https://hh.ru/vacancy/126644810
126649187,"Мерчандайзер-грузчик (г. Магнитогорск, ул. Николая Шишка 10А)","При себе необходимо иметь паспорт, трудовую книжку. Принимать и разгружать <highlighttext>машину</highlighttext> с товаром 1-2 раза в неделю. Аккуратно выкладывать товар и актуализировать ценники. Следить за порядком...",52500.0,RUR,FIX PRICE,Челябинск,машинное обучение,Полная занятость,Очная,2025-10-17T12:19:13+0300,https://hh.ru/vacancy/126649187
126936027,Мерчандайзер-грузчик (Центральный рынок),"При себе необходимо иметь паспорт, трудовую книжку. Принимать и разгружать <highlighttext>машину</highlighttext> с товаром 1-2 раза в неделю. Аккуратно выкладывать товар и актуализировать ценники. Следить за порядком...",52500.0,RUR,FIX PRICE,Челябинск,машинное обучение,Полная занятость,Очная,2025-10-25T15:10:38+0300,https://hh.ru/vacancy/126936027
